textID,text,selected_text,sentiment
c57301fb4d,I ran out of Eclipse mints,I ran out of Eclipse mints,neutral
b4f9541a41, tweeten maar,tweeten maar,neutral
f83955956a,"i`m watching missing pieces, just coz the theme song is lost without you",lost,negative
9a03198e38," need some more enthu movie guys for that. Right now it`s just you,  and @_Anshul","need some more enthu movie guys for that. Right now it`s just you,  and @_Anshul",neutral
ecf25bb855, **** i hope theyr all wrong we need him,****,negative
9f146eb43b,No... have to go on cruches next 2 weeks,No... have to go on cruches next 2 weeks,neutral
e302ba395c,My throat is killing me,My throat is killing me,negative
bab6ffe982, im back on twitter.,im back on twitter.,neutral
c95f98a2b8,looked up weather for greece this weekend....80 and sunny OMGZ,looked up weather for greece this weekend....80 and sunny OMGZ,neutral
6e638ba726, awww  I`ll let you off - but you`d better be there for my next 30th! XD,awww  I`ll let you off - but you`d better be there for my next 30th! XD,positive
d45ad63346, YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I`ll come prepared!,YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I`ll come prepared!,neutral
317b13bd9d," ah! well, I`ll see if I can find u later in the week.  I am tempted to look at Leica`s this week. LOL. We could go check it out.","ah! well, I`ll see if I can find u later in the week.  I am tempted to look at Leica`s this week. LOL. We could go check it out.",neutral
35c1084565, babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone,babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone,neutral
b57188597f,  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that dog,hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that,neutral
4f5340eafa,"_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",bloody,negative
10ed94f7b0,_s make me tea pleaseeeeeeeeeee,make me tea pleaseeeeeeeeeee,neutral
1067c256cc, classes. n bout to make sum breakfast..,classes. n bout to make sum breakfast..,neutral
b8d2a9667c, oh dear.. u serious? so how does one prevent bites??  I`m so itchy its distracting while editing.. *sigh*,o itchy,negative
da9e7cabbc,Sports car + curb = flat tire.,Sports car + curb = flat tire.,neutral
845889ea57,i think i just good stood up...,good,positive
d632d916e1,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc","Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjd",neutral
3d4f44b382,hook up with Rian van Staden on Twitter. He is a (much) better cook and may have some more concrete suggestions,(much) better cook,positive
7048b3a9c0," Nako! Umuulan pa naman!  Anyway, enjoy the bike rides!",", enjoy",positive
b66503f26a,has just discovered a great site!,great,positive
c6787281f9, Oohh Yaay like it !  ?    Love ya,Yaay like it !  ?    Love,positive
8dee9a95f0,DotA is an addiction...i waste 6-7 hours playing dota,waste,negative
d9c836bb8b, Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!,Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!,neutral
6b2c6b3095, How long before the Frisbee Golfer 'accidentally' catches one in the back of the head from his friend,'accidentally',negative
caf738c7d5,_Lhoste Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets!,Thanks you so much,positive
7c26a466b6,hi guys just doing da usael notmuch really! <3 sad me,sad me,negative
1adaa3519d,"Happy Mother`s Day to all the mommies out there, be you woman or man as long as you`re `momma` to someone this is your day!",Happy Mother`s Day,positive
598c09a87d,"Not smoking sucks sucks **** SUCKS, I want a cig","SUCKS,",negative
5b34c6a158," no, i do better with people i don`t know   you`re going to chiodos tonight, right? just kill something for me.","no, i do better with people i don`t know   you`re going to chiodos tonight, right? just kill something for me",neutral
20951ebfde, While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!,While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it,neutral
3793966498, Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,Please feel free to watch and enjoy,positive
8151b953ca, That was nice. I Just ordered my mom her gift from me and my sister.   Something different and unexpected.,nice.,positive
7a3840a246,Don`t follow your dreams; chase them.- Richard Dumb (who I think is very smart,who I think is very smart,positive
3d5c1ed21b, Up is out?  I didn`t get the memo   It looks amazing.,o   It looks amazi,positive
e0879b38f2, yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol,yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol,positive
3e9559f5a8,tonight was hilariouss  i loveeee everyone that was theree,loveeee,positive
d482c6c7d5, thank YOU!! You guys did awesome things for my blog tonight  so grateful!!,so grateful!!,positive
d716550d6a, Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.,Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.,neutral
fe80c21e0f,has heart burn,has heart burn,negative
e9c337f756,@_TWEE haha thanks to you that`s my new word for the week! ****,thanks to you th,positive
ea912151ea," even if I was drunk, I`d think about using a fake/temporary mail address","even if I was drunk, I`d think about using a fake/temporary mail address",neutral
0676ff0933,Happy Mom`s day to your moms !,Happy,positive
e41a2b7868,_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie,luv,positive
a381d7bfa5,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,neutral
003034a92b," dude, that`s eff`ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly",afraid,negative
b57eb445ce,wow i have no friends on twitter,wow i have no friends on twitter,neutral
5ce6e92e2c,Washing The Dishes :S iTs So hard 2 be Me,hard,negative
57558f3cbe,"Just wanted to say, positivity is doin me good! Change it up! Won`t regret it... Forsure..",positivity is doin me good! Change it up! Won`t regret it... Forsure..,positive
b38e530e2d, my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.,my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.,neutral
d703cd3563, I had mint ice-cream for dessert tonight. Love the stuff!,Love,positive
b5a0dcb5ee,watching snl with my ucsd girls and laughing about twitter/blackberry jokes  thought i`d tweet that.,laughing,positive
af60628cca,Drink #2: And at 12:45pm when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,neutral
14c67c535b, Depends on what they want for it....I`ve become poor again,.I`ve become poor again,negative
4367f31dec,uploading pictures on myspace,uploading pictures on myspace,neutral
e2b9a690b8," but it was kinda funny, sorry. ur still my favorite tho","but it was kinda funny, sorry. ur still my favorite tho",neutral
25edc7715c, i think both ?s related to size depend on structures and system: hard to relay in tweet but worth blogging..good questions this am,worth,positive
44543f660b,Almost to grandmas now. No internet there. I will never catch up on twitter.,No internet there.,negative
35bd07c5d3,Is having awesome fruits and vegetable juice at the opening of Lam`s noodles at 8  http://tinyurl.com/r65c68,awesome,positive
95bbe5fcec, LoL Clever I`m Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24,LoL Clever I`m Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24,neutral
78de864435,okie gonna tweet more because i am loosing you guys or girls,loosing,negative
777b6daede,"  I think your friend is thinking of Jonathan, not Danny","I think your friend is thinking of Jonathan, not Danny",neutral
5419aaf31e,Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,nice we,positive
5c3060444c,HAPPY MOMMA`s DAY ALL. HONOR YOUR MOMs  sign up for #maternalhealth  here`s for all mothers and luvin kids out there:  http://bit.ly/Bpekk,HAPPY MOMMA`s DAY ALL.,positive
a05e5f3116,just got back from donating blood,just got back from donating blood,neutral
00886f0ea5,why am i so tired?,tired?,negative
8a16f7dd37,y do i only have 2 people following me  people follow me please x,please,positive
b11a01ef9b,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,painful,negative
282e1a63e8, another purse? Need to see photos.,another purse? Need to see photos.,neutral
445f86a65e,Aw. Toy Story 3 is coming out NEXT year.,Aw. Toy Story 3 is coming out NEXT year.,positive
d5a48e9def,   I`m not leaving yet!,I`m not leaving yet!,neutral
82395294cf,goooodnight everyone!  and Happy Mothers Day to all the mothers out there.,Happy,positive
fd46b0b0ad,My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental,monumental,positive
c31e69a36d, What??  Nooooooooo      There goes my weekend!,What??  Nooooooooo      There goes my week,neutral
894782cf8a,Good days with good friends make me not regret living,Good days with good friends ma,positive
c9d6997a02, wats gooood !! miss yall already,miss yall,negative
f3af5ba921,OMG I would sooooo make dis show number one n da ratings,OMG I would sooooo make dis show number one,positive
847d7a478a,Listening to dashboard confessional & counting down the days until the  concert on May 16th with ,Listening to dashboard confessional & counting down the days until the  concert on May 16th with,neutral
bba51e47ab,its my burfday and i`m all alone,i`m all alone,negative
902c42e338, Yes...met Jon last yr at an interesting 'Questionning Agile' Agile 2008 session.  Don`t see him on this yr`s schedule.,n interesting,positive
e487233140, aaawww  no worries fresh start to work on growing it out again,aaawww  no worries,positive
e497b2a34e,Just spent the last two hours playing L4D with babe  Had HELLA fun. I love him <3,fun.,positive
fada4f1204, nice to have you back,nice to have you back,positive
c3897a6af3,I knew there was a reason I hated cars! 1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!,1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!,neutral
794b975d65,"well it`s not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !","well it`s not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",neutral
3ff22a3aa1," hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely","hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely",neutral
875d366982," Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)",Enjoy the coffee.,positive
9d92e249f8, omg evie. we have to do our plan for hot 30 tomorrow night,omg evie. we have to do our plan for hot 30 tomorrow night,neutral
debbe76d54,"Why are young people attracted to trouble? this makes me sad!  ,<3 kMv",sad!,negative
cb3ca1167f,Omg i`m going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex<3,And i freakin miss anthony  ugh today kinda sucks.,negative
642f6f34b9, my little felted thing looks like an incestuous by- product of two of your lovelies,my little felted thing looks like an incestuous by- product of two of your lovelies,positive
0e533abdae, That is super sad   How is Bart etc holding up?,s super sad,negative
bf18156019,_ERON Effy breaks my heart.,breaks my heart.,negative
3113132bb5, thanks  lyxxx,thanks,positive
ddcc9dee12, I am jealous...Ur koi fish are getting ur attention & I`m not.....lmao   I`m kidding!!,I am jealous...Ur koi fish are getting ur attention & I`m not.....lmao   I`m kidding!,neutral
6dbc4aeaf0,and this terrible cartoon that`s supposed to be mexican.,terrible,negative
cd1a90193c,Happy Mothers Day!,Happy Mothers Day!,positive
0a60343f49, Happy May Day and Star Wars Day,Happy,positive
c9511eb366,happy mother`s day!,happy,positive
bafe958a9b,is wondering what I did to get on the 'do not respond' list,is wondering what I did to get on the 'do not respond' list,neutral
5e1d705bfa,Jaydiohead 'No Karma' ? http://twt.fm/91610 #musicmonday This is not the android I was looking for. But it`ll do.,Jaydiohead 'No Karma' ? http://twt.fm/91610 #musicmonday This is not the android I was looking for. But it`ll do.,neutral
a8bce31401," I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on","I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",neutral
bb946cb35b, - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific,problem,negative
9bf21c82f3, Happy birthday!,Happy,positive
8263d62bf3,http://twitpic.com/4wgoi - At bus boys and poets ordering medici and white chocolate banana bread pudding !!,At bus boys and poets ordering medici and white chocolate banana bread pudding,neutral
42fae3d673,"Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash","Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash",neutral
9209cca56f,thanks !!my real name is nadia,thanks,positive
aa189955b1,  BUT THEY ARE EXPENSIVE.,E EXPENSIVE,negative
6cbf145ce4,"_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov","_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov",neutral
5c7180944c,msn-ing. no school  shouldn`t there be more bank holidays? x,msn-ing. no school  shouldn`t there be more bank holidays? x,positive
6babb54cc5,_tah oh no.  *hugs*,oh no.  *hugs*,neutral
32968e6949,Time flies...and i never got it all right. Why oh why?,Time flies...and i never got it all right. Why oh why?,neutral
f03dae6ab0, so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!,so sorry,negative
1b020a64bc,"CCï¿½s video for Long Gone premiers today on yahoo, dont miss it: http://new.music.yahoo.com/videos/premieres/ AWESOME video and version",AWESOME,positive
73e3150187," I know, i know...  -hugs-",#NAME?,positive
db7d1f9d88, you have no interview today?,you have no interview today?,neutral
62086f9961,is sad that she is not seeing Basshunter at Metroplex this weekend,is sad th,negative
7f0eab1127,Date movie with Nate. Most likely Wolverine.,Date movie with Nate. Most likely Wolverine.,neutral
0a68c4f3b6," *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she`ll grab pity votes like a shark.",Poor,negative
45ef0fd94e,She is beautiful . But don`t feel badly. Some neaby grans see grandkids about the same amt.   Can`t go to them = out of luck,She is beautiful . But don`t feel badly. Some neaby grans see grandkids about the same amt.   Can`t go to them = out of luck,neutral
2889cb3b49, o can`t work that one out  pain in the **** them spammers,o can`t work that one out  pain in the **** them spammers,negative
4ddf9f18d1,he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,neutral
e5d05cbae2, aaaaaaaahhhhhhhh I hate the Internet  When will people learn 'native widgets are always best',aaaaaaaahhhhhhhh I hate the Internet  When will people learn 'native widgets are always best',neutral
608cdbe02c,watching W. with jas. i love my brother he`s my best friend,i love my brother he`s my best friend,positive
882d707aca,**** it. Totally gutted I decided not to go out tonight. Roni Size is DJing,**** it. Totally gutted,negative
d0dcbd4559,  I don`t think I like this Roy Williams who dissects frogs while still alive >  You look like Chachi from Happy Days,I don`t think I like,negative
32f71e09e0, he didn`t know there was going to be a test,he didn`t know there was going to be a test,neutral
27d75a6a5f, i need to get tickets though  idk how that is gonna happen,i need to get tickets though  idk how that is gonna happen,neutral
e9b4ce1946,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,neutral
f145992965, I am definitely ready... actually ahead of you... I already have a sun tan and I was out at the beach yesterday.,tan,negative
226a3c6bb0," As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.","As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.",positive
16bd49d152,wants TFA back.  http://plurk.com/p/x2rgl,wants TFA back.  http://plurk.com/p/x2rgl,neutral
fb2710ea73,still on the train goin 2 the southside!,still on the train goin 2 the southside!,neutral
23e6219d6a,Zach G. gets an extensive profile in this weekend`s NY Times Magazine. The chances of us falling in love are getting fewer and fewer.,The chances of us falling in love are getting fewer and fewer.,negative
6d2c23642f,Coffee time  be back later kisses*,Coffee time  be back later kisses*,neutral
716f2a0736, Yeah! Thanks! I`ll be back in soon to see what ya got!,Thanks!,positive
771b845b38,ahhh fusterated,fusterated,negative
85769c1ef2,Another HD - my lecturer was gob smacked by how good our presentation was,gob smacked by how good our presentation was,positive
66d02b456b,  awesome! All deserved I`m sure. Miss the Crabs games,awesome,positive
feb8ed98d1, I am using iMovie 08 and it`s still not bad. I am afraid to hear what is wrong with 09,afraid,negative
4f9167c337,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,neutral
6d6430bd5d," When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good","When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",positive
e69734c1de,but i`m talking to the boy first,but i`m talking to the boy first,neutral
1d1b1fa41a,_ENVY how come you dont think you did good?!,_ENVY how come you dont think you did good?!,neutral
3474d5dce1,"outta the shower, too bad justin couldn`t spend the night.  haha",bad,negative
7fee70ea8a, jealous  it looks like schindler`s list in toronto,jealous,negative
aa806bb753,"@ Little_Ren is lovely lovely, and so niceee",niceee,positive
11e336ff91,I`m saying my goodbye to my car for the next 2 weeks  I`m gonna miss it!!  Its going to come back beautiful though!!,I`m saying my goodbye to my car for the next 2 weeks  I`m gonna miss it!!  Its going to come back beautiful though!!,neutral
afcb6fb1e4,Out with Audrey,Out with Audrey,neutral
1722cd3459,  I`m SO jealous! I don`t know when I`ll be able to see Conan.,I`m SO jealous,negative
f4d7f474ba,My wedding next Thursday and I`m ill,I`m ill,negative
869285805, Me neither. But it`s no longer about what we want. It`s about fairness. And fairness is whatever government says it is.,Me neither. But it`s no longer about what we want. It`s about fairness. And fairness is whatever government says it is.,neutral
73616eac59,Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!,I might really have to join,positive
78c9fe7b1c," I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)","I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)",neutral
9736b31d4c, lmao yeaa iight n u shuld put tha c.b flick up w. **** on ur head .. juss a joke,joke,positive
24ef576980, im sure jont wont mind sharing,wont mind sharing,positive
bc361e245e, Aw...poor thing.,..poor thing.,negative
968964a722, hahahah of course  they have such a nasty display picture :`),e such a nasty display picture,negative
3568ade162, boooo!!! I bet it was a nice wallet too,nice,positive
605da579d0,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neutral
9803285456, thanks  scared of dentists.. looks like I am going to have to get over it and go,thanks  scared of dentists.. looks like I am going to have to get over it and go,positive
3a33697bb7, dad`s been having fever since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow.,having fever,negative
8213364d90,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,neutral
e3b7b4a3c8,"Sick. Feel like jello, can`t talk, and delirious.","Sick. Feel like jello, can`t talk, and delirious.",negative
993ed46c7e,It`s teddy-chucking time,It`s teddy-chucking time,negative
6c11ca9bb9,OMJ! The 3rd episode of Jonas is too great! They are so funny. I wish I was the Pizza Girll. Lol <3,great!,positive
7ad9625924,Went and saw Fighting last night with the best friend. It wasn`t all that great but Channing Tatum is amazing!,. It wasn`t all that great but Channing Tatum is amazing!,neutral
498b85271a, it makes perfect sense. I guess i am very down to earth. Thanks for your reply,Thanks for your reply,positive
814f356244,"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",I miss my lappy.,negative
54277afaa4," sux, I`m thinking of being an accountant. Mad monies! I`m a middleschool cafeteria manager  (25k/yr)","sux,",negative
27024dbb18,"The sun is shining brightly and the day has just begun! What`s in store? Wandering around les calanques maybe? Vin, definitely!",definitely!,positive
5e14e7c16e," AM`s good for us GMT-ish people, I think.  Looking forward to it and hope you`re batteries & laptop will be recharged soon.",good,positive
6eef4f572c,the fact my room is so hot is making me feel sick,sick,negative
1be7769340,my arms hurt!,my arms hurt!,negative
db75031d55, I can remember those Evidence Based Management lectures...definitely the best of EBM,..definitely the best of EBM,positive
ae1f196245,on my way to work. I`M SO HUNGRY!,SO HUNGRY!,negative
b9b1ff657b,starting phase 1 of operation 'be productive'- pack clothes. can`t find pink tank top!! oh no!!!,oh no!!!,negative
9d6a07033b,My throat is on fire,My throat is on fire,neutral
17fc6384ed,Miss Cauzinhoooo already,Miss Cauzinhoooo already,negative
b73764e952," Fab, eh?  Feel free to come along for some pre-ep 4 chat and drinks over at Luigi`s - http://www.luigis.org.uk tomorrow!",Feel free,positive
345545946d," Since part of your job is predicting what will happen on the golf course, what are you going to shoot?","Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",neutral
dd030f0698, what kind of food Celli? I`m following you now,what kind of food Celli? I`m following you now,neutral
01ecf8487b,"I just want this whole day to hurry up,","I just want this whole day to hurry up,",neutral
d9367b79ab," Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back","Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back",neutral
211077a9e9, OK! Oops sorry,sorry,negative
d8db8176da, I LLLOOOVVVEEE ICARLY,I LLLOOOVVVEEE ICARLY,positive
1cb02cf05c," Aye, May the 4th be with you","Aye, May the 4th be with you",neutral
4225947565,the suns starting to go in  im getting coldddd!,the suns starting to go in  im getting coldddd!,neutral
8f2022b87f,On my way to dazzle bar!!,On my way to dazzle bar!!,neutral
5239da0dc2," lol! I thought we was suppose to guess..****, I tried tho..lolol!","lol! I thought we was suppose to guess..****, I tried tho..lolol!",neutral
c7e58ae69b," - Wow, I didn`t realise you were Hami. lol. Thanks for all the comments on my blog, dude",Thanks for all the comments,positive
82539f5a60,Going to jog down to uni. Quite a way from my family home but exercise and all that,Going to jog down to uni. Quite a way from my family home but exercise and all that,neutral
da724fbf5e,_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun ****,missed,negative
f53c7cad5a,Glad to see the sun out in Dublin after a great week in London. Back to work,Glad to see the sun out in Dublin after a great week,positive
bc2b74c6d7, yes not for putting inside anything else,yes not for putting inside anything else,neutral
9369a7a9ec," http://twitpic.com/4wfs8 - You are so weird. You need to lay off the smokes, because you`re talking to yourself.",You are so weird.,negative
2ab82634d5,had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,had an awsome salad!,positive
82b63c0817,_Luck13 they are SO cute,SO cute,positive
5dae53bcaf, haha I tried covering it with make up.. It doesn`t work  lol so wearing a scarf is the way to go.,haha I tried covering it with make up.. It doesn`t work  lol so wearing a scarf is the way to go.,neutral
44dd2e6f8d,what am i gonna do when my iphone is full!,what am i gonna do when my iphone is full!,neutral
ba89f20eea,"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",hurts,negative
d0e0be33a9,lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (),lost,negative
82ec1b47c4," yes super lakas ng ulan. buti nalang i have a red bandana, body ko lang ang wet look  hahah!",hahah,positive
5f8ead4a60,"Watched GossiP.Girl. Dan`s so funny, haha.","Dan`s so funny,",positive
adebad3529,  hope your day gets better soon!!,hope your day gets better soon!!,positive
d7e70dae33, Thanks for the shoutout,Thanks,positive
30f0194072,is tired but happy the orphanage was wow.. and babysitting was really fun,is tired but happy the orphanage was wow.. and babysitting was really fun,neutral
f0726ddd52,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",urgh,negative
54477f9f5c,melissa_leah: my car wont start.......,my car wont start.......,negative
a5cd62f098, couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,neutral
c0a2d8f63d,Bushidokan class got canceled.   I`ll just have to sign up for karate someplace else!!,canceled.,negative
9a3d28ff46, does it work on the iPhone as my MacBook is flat,does it work on the iPhone as my MacBook is flat,neutral
ffd025317c,"aww, jon ryan bob and greta in one picture? how adorable  and it brightens my morning, ty jon walker",adorable,positive
aeee8ceff4, maybe one day I can be on your favorite producers list  lol,I can be on your favorite producers list  lol,positive
9c7bb80379, You know we do!,You know we do!,neutral
5addf8a3c8,wants this summer to actually have some sun in it,wants this summer to actually have some sun in it,neutral
67dd29837e, I`d love to!!,I`d love to!!,positive
528ccda85a,Never commute in the rain. The people get so much meaner to you.,The people get so much meaner to you.,negative
9be60c1b72, The problem is that I`m not finished with it  But I have logged in mass hours this week on it. And i`m not being paid! POP!,problem,negative
1d363e3c46,what a beautiful morning! nice to be out,what a beautiful morning!,positive
c3d933e350, FAILlllllllll  whenever ur freee then?,FAILlllllllll,negative
9280023aec,_ray Bright Eyes=Contentment,Contentment,positive
aa120f1755,http://naturalismo.files.wordpress.com/2008/01/elliott10.jpg my hero,http://naturalismo.files.wordpress.com/2008/01/elliott10.jpg my hero,neutral
f17e12be38,"I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!","I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!",neutral
007654ea31,i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,neutral
04553c6c8c,"@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here","@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here",neutral
ad94c81511,My legs are so **** sore. And my feet hurt to walk. Whataday,hurt to,negative
52c5ebcd63, Were have you been?,Were have you been?,neutral
024b8d4b95, hahah! sadly there is no current activity though in the room,! sadly,negative
4.98E+15,Yeah Yeah Yeahs - Softshock,Yeah Yeah Yeahs - Softshock,neutral
6bcc426fd4,We`ll watch & wait & tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N`s cheeks & ears red as my hair,We`ll watch & wait & tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N`s cheeks & ears red as my hair,neutral
1cc3569a5a, yeaaa i just got the link off his lj,yeaaa i just got the link off his lj,neutral
1124f6f9a5,noone wants to talk to me  lol,noone wants to talk to me  lol,negative
59d23b3db7,so very irratated,so very irratated,negative
7b9efb5c34," http://twitpic.com/4vuuy - thats the most colorful thing ive seen all day,wow.","thats the most colorful thing ive seen all day,wow.",positive
ac7a56d521,Somebody get me out of work tomorrow.,Somebody get me out of work tomorrow.,neutral
fb93940016," haha.. you were actually in violations of someone`s trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :[","Yeah, I went to bed at 4 and I had to be up at 6. :[",negative
adac9ee2e1," I just started watching 30 Rock too, borrowed seasons 1 and 2 from my dad   so good.",so goo,positive
58457e1e11, i like OGBERRY,like,positive
59e971682c,Lost at bowling again  why do i suck,suck,negative
3090200836," You are totally welcome to come hang out on my wiki  Do it, do it!",e totally welcome,positive
2302ebbe9e,? American Pie FOREVER. I`m watching it right now. They`re running naked around on the Streets! Would you do that? I would  [ NOT ],? American Pie FOREVER. I`m watching it right now. They`re running naked around on the Streets! Would you do that? I would  [ NOT ],neutral
d1cd50d21b, Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,positive
b75f6c9be9, crud is all I can say,crud is all I can say,neutral
9b7b578ce2,going to work till 3...then maybe ride the horses and take my sister to softball pratice,going to work till 3...then maybe ride the horses and take my sister to softball pratice,neutral
2ec5126360, Nice! You should submit that to failblog.org,Nice!,positive
335f03ad85,"Is ahhh, ching chong wing wong ping pong ding dong!","Is ahhh, ching chong wing wong ping pong ding dong!",neutral
8f9d6fb09f,has two tickets to Amadou and Miriam for Tue. June 2 that I can`t use  $25 each to anyone who wants `em. That`s face value. Should be good,good,positive
3c35eae9d4,_zwitschert There`s supposed to be a <3 at the end of my last tweet but I guess twitter ate it,_zwitschert There`s supposed to be a <3 at the end of my last tweet but I guess twitter ate it,neutral
187bbd3b14,is going to watch the two davids. yey,yey,positive
